TransactionID;AccountID;TransactionType;Amount;Date
TX21719176;ACC770931;Payment;1504,24;24-02-25
TX70942041;ACC770931;Deposit;1594,43;17-07-25
TX83072242;ACC770931;Payment;569,95;26-05-25
TX91823649;ACC770931;Payment;702,97;10-07-25
TX13299162;ACC450189;Deposit;2465,5;28-07-25
TX77792721;ACC450189;Withdrawal;1993,06;05-09-25
TX36820535;ACC450189;Deposit;2163,25;20-02-25
TX85192463;ACC450189;Deposit;1029,36;22-12-24
TX94156859;ACC450189;Payment;170,19;02-06-25
TX20888786;ACC450189;Withdrawal;2200,79;27-10-25
TX63282294;ACC450189;Withdrawal;2854,43;15-05-25
TX42891280;ACC450189;Transfer;448,56;05-11-25
TX76544721;ACC450189;Transfer;897,63;30-12-24
TX48709166;ACC450189;Deposit;509,95;02-12-24
TX14700510;ACC450189;Investment;2144,59;14-12-24
TX40113763;ACC450189;Deposit;1893,19;10-08-25
TX49040854;ACC450189;Deposit;2016,98;19-06-25
TX64545335;ACC450189;Deposit;2161,7;06-11-25
TX54510077;ACC450189;Investment;364,88;15-02-25
TX17437798;ACC450189;Transfer;1470,24;18-01-25
TX69674654;ACC450189;Withdrawal;1255,26;13-07-25
TX64319970;ACC450189;Deposit;1567,98;14-11-25
TX48377043;ACC450189;Deposit;1335,83;22-01-25
TX93677684;ACC450189;Payment;2520,79;27-08-25
TX70616754;ACC450189;Transfer;2684,81;12-12-24
TX59989497;ACC450189;Investment;2661,39;02-07-25
TX91440746;ACC450189;Deposit;40,28;21-10-25
TX46524245;ACC450189;Investment;2205,88;16-05-25
TX80987211;ACC450189;Investment;2005,72;12-12-24
TX19149699;ACC450189;Withdrawal;2360,65;12-08-25
TX20228626;ACC450189;Investment;2712,58;22-06-25
TX34942579;ACC450189;Deposit;2522,69;29-03-25
TX86604122;ACC450189;Payment;567,77;14-12-24
TX85527763;ACC450189;Payment;2643,24;03-07-25
TX69283062;ACC880493;Transfer;942,98;31-12-24
TX42456621;ACC880493;Investment;2665,19;08-06-25
TX20672161;ACC880493;Deposit;1194,57;11-01-25
TX34286565;ACC880493;Investment;1917,44;31-08-25
TX82239616;ACC880493;Deposit;2234,54;12-09-25
TX56985670;ACC880493;Investment;2885,09;19-02-25
TX95697083;ACC880493;Deposit;2583,8;27-02-25
TX74624119;ACC880493;Payment;281,35;01-03-25
TX84171905;ACC880493;Payment;2073,42;15-04-25
TX24829963;ACC880493;Transfer;1953,57;19-04-25
TX59545336;ACC880493;Transfer;2704,03;07-10-25
TX37005307;ACC880493;Withdrawal;1732,77;26-05-25
TX30188190;ACC880493;Deposit;1811,65;03-04-25
TX96644484;ACC880493;Withdrawal;2659,67;02-05-25
TX42474662;ACC880493;Payment;2003,72;23-10-25
TX14848167;ACC880493;Deposit;2766,54;18-03-25
TX30858361;ACC880493;Payment;1871,83;22-09-25
TX31608114;ACC880493;Payment;2682,45;17-12-24
TX27602710;ACC759553;Deposit;143,55;16-05-25
TX17972861;ACC759553;Payment;791,77;02-01-25
TX42149770;ACC759553;Withdrawal;2269,12;20-04-25
TX85689333;ACC759553;Withdrawal;1546,14;07-08-25
TX40859761;ACC759553;Transfer;1453,15;02-03-25
TX20055123;ACC759553;Withdrawal;2338,12;21-05-25
TX35038976;ACC759553;Payment;446,62;08-12-24
TX43643988;ACC759553;Withdrawal;1710;02-07-25
TX19660064;ACC759553;Deposit;2258,47;20-02-25
TX52265001;ACC759553;Payment;2150,39;12-08-25
TX83458444;ACC759553;Transfer;1433,59;06-03-25
TX97697087;ACC759553;Deposit;119,89;13-04-25
TX38114011;ACC759553;Withdrawal;2526,27;07-09-25
TX86364297;ACC759553;Withdrawal;1503,57;03-09-25
TX56697881;ACC759553;Investment;2015,31;21-04-25
TX98892752;ACC759553;Deposit;2180,86;22-02-25
TX87543572;ACC759553;Deposit;2613,55;22-04-25
TX87079533;ACC759553;Transfer;2295,81;31-01-25
TX10377920;ACC759553;Payment;1686,26;28-07-25
TX41099492;ACC759553;Transfer;2923,04;19-04-25
TX32046011;ACC869628;Payment;2803,14;27-11-24
TX62882947;ACC869628;Withdrawal;2894,25;30-08-25
TX29981959;ACC869628;Payment;804,36;07-07-25
TX75274154;ACC869628;Deposit;521,48;01-04-25
TX20064067;ACC869628;Withdrawal;1846,63;28-03-25
TX53230626;ACC869628;Payment;2220,17;16-10-25
TX71455299;ACC869628;Payment;2305,43;19-12-24
TX56888568;ACC869628;Deposit;512,34;03-01-25
TX52404065;ACC869628;Payment;922,19;20-12-24
TX82780005;ACC869628;Withdrawal;2216,36;21-06-25
TX20471889;ACC869628;Investment;2648;20-01-25
TX83730346;ACC869628;Payment;2808,3;25-03-25
TX55349631;ACC869628;Investment;1246,22;17-08-25
TX71402431;ACC869628;Withdrawal;2693,2;23-08-25
TX86279959;ACC869628;Deposit;2135,24;10-11-25
TX14860427;ACC869628;Withdrawal;2253,62;16-08-25
TX90879069;ACC869628;Investment;1683,39;03-08-25
TX52673471;ACC869628;Withdrawal;152,24;11-12-24
TX44867412;ACC869628;Deposit;1664,77;18-04-25
TX32120406;ACC869628;Investment;52,48;06-11-25
TX22477666;ACC869628;Deposit;105,11;23-04-25
TX94892111;ACC869628;Investment;1314,33;17-01-25
TX83455354;ACC869628;Payment;1344,58;26-07-25
TX46379107;ACC869628;Deposit;170,77;09-02-25
TX58604414;ACC869628;Withdrawal;673,65;11-04-25
TX85078529;ACC869628;Payment;430,71;10-05-25
TX48063446;ACC869628;Withdrawal;2956,64;13-01-25
TX66189241;ACC869628;Payment;1225,11;03-03-25
TX91783348;ACC869628;Deposit;21,02;24-10-25
TX14868996;ACC869628;Transfer;1703,26;06-10-25
TX14744545;ACC483913;Deposit;2124,07;31-07-25
TX61934513;ACC483913;Investment;2420,46;21-08-25
TX50604318;ACC483913;Transfer;427,67;01-07-25
TX48519084;ACC483913;Investment;2431,37;14-12-24
TX14053348;ACC483913;Transfer;2624,44;15-03-25
TX69333889;ACC483913;Withdrawal;2744,28;17-09-25
TX72493387;ACC483913;Payment;2182,3;04-09-25
TX27037556;ACC483913;Withdrawal;240,7;26-07-25
TX80989433;ACC483913;Transfer;2024,22;20-09-25
TX53228456;ACC483913;Transfer;2209,18;18-07-25
TX75169938;ACC483913;Deposit;2969,26;07-02-25
TX44326510;ACC483913;Investment;144,07;10-05-25
TX24509202;ACC483913;Transfer;911,41;11-03-25
TX59889167;ACC483913;Withdrawal;1340,11;04-06-25
TX15495849;ACC483913;Investment;388,92;25-01-25
TX58375891;ACC997319;Transfer;1697,27;25-05-25
TX51790579;ACC997319;Transfer;789,79;28-10-25
TX65334992;ACC997319;Withdrawal;2676;22-07-25
TX66160286;ACC997319;Deposit;48,53;23-05-25
TX91747415;ACC997319;Deposit;267,71;19-07-25
TX78119066;ACC997319;Deposit;2809,04;19-09-25
TX84124937;ACC997319;Withdrawal;2947,82;31-01-25
TX15203241;ACC997319;Transfer;2364,85;19-02-25
TX98939667;ACC997319;Withdrawal;2158,47;01-01-25
TX78824175;ACC997319;Payment;1412,59;24-10-25
TX50432762;ACC997319;Withdrawal;750,59;28-09-25
TX57741721;ACC997319;Transfer;2771,61;05-06-25
TX20264465;ACC997319;Transfer;82,1;06-08-25
TX91151540;ACC997319;Withdrawal;2410,9;05-06-25
TX70204696;ACC997319;Withdrawal;1314,86;30-06-25
TX29104746;ACC997319;Withdrawal;1369,23;22-12-24
TX73712869;ACC997319;Transfer;868,45;27-05-25
TX87932835;ACC997319;Withdrawal;43,97;06-10-25
TX27248936;ACC997319;Transfer;884,43;17-06-25
TX15590399;ACC997319;Transfer;1029,09;21-08-25
TX77630262;ACC997319;Transfer;1503,39;25-10-25
TX39895360;ACC997319;Investment;1746,37;13-10-25
TX73592668;ACC997319;Deposit;1289,52;12-11-25
TX40188596;ACC997319;Transfer;2802,18;02-04-25
TX73012966;ACC997319;Payment;444,95;06-01-25
TX50663870;ACC997319;Payment;704,57;06-03-25
TX69679509;ACC997319;Withdrawal;811,73;22-10-25
TX37221374;ACC997319;Payment;1364,34;26-03-25
TX98647325;ACC997319;Deposit;949,07;18-12-24
TX41373136;ACC997319;Transfer;1146,78;09-06-25
TX84387684;ACC997319;Investment;2159,78;02-02-25
TX16394177;ACC997319;Payment;1521,84;13-06-25
TX67736823;ACC997319;Payment;67,62;29-03-25
TX37599827;ACC997319;Withdrawal;174,26;03-01-25
TX41309949;ACC997319;Withdrawal;1446,16;12-04-25
TX50863742;ACC997319;Transfer;693,61;23-11-24
TX81895632;ACC997319;Withdrawal;1762,01;27-11-24
TX76142133;ACC571718;Withdrawal;2859,95;03-04-25
TX32220322;ACC571718;Payment;1238,5;18-11-24
TX56075989;ACC571718;Investment;1672,41;30-11-24
TX18124079;ACC571718;Payment;2789,1;21-02-25
TX61638704;ACC571718;Withdrawal;1011,16;17-07-25
TX17399298;ACC571718;Transfer;1180,18;08-06-25
TX69796929;ACC571718;Investment;380,94;06-04-25
TX40444215;ACC571718;Deposit;622,58;02-06-25
TX70790355;ACC571718;Deposit;1587,04;24-05-25
TX31599278;ACC571718;Deposit;1369,7;31-03-25
TX46988484;ACC571718;Payment;2718,02;30-12-24
TX27324068;ACC571718;Investment;1152,29;23-04-25
TX58397945;ACC571718;Withdrawal;1236,39;28-01-25
TX60136138;ACC571718;Investment;1321,33;05-06-25
TX80956332;ACC571718;Deposit;399,57;27-07-25
TX24749783;ACC571718;Transfer;2528,16;04-03-25
TX77778749;ACC571718;Withdrawal;2497,33;24-06-25
TX55183548;ACC571718;Deposit;104,8;18-01-25
TX73591535;ACC571718;Payment;45,85;21-01-25
TX61044381;ACC571718;Payment;2095,48;17-02-25
TX40674884;ACC571718;Transfer;2510,47;25-03-25
TX42122061;ACC571718;Transfer;410,05;26-03-25
TX94199479;ACC571718;Payment;1234,52;17-12-24
TX56632459;ACC571718;Deposit;1986,04;31-07-25
TX71203743;ACC571718;Investment;1231,12;06-04-25
TX35393259;ACC571718;Payment;598,4;15-05-25
TX68196461;ACC571718;Investment;1883,64;04-07-25
TX24570340;ACC571718;Transfer;1127,07;16-11-24
TX66307199;ACC571718;Transfer;585,18;22-06-25
TX82500953;ACC571718;Payment;2953,4;03-07-25
TX23933097;ACC571718;Deposit;1801,11;12-09-25
TX78950045;ACC571718;Transfer;100,82;05-10-25
TX34386083;ACC571718;Transfer;989,68;05-05-25
TX39568100;ACC571718;Deposit;2614,44;08-04-25
TX19068724;ACC571718;Payment;1963,06;11-11-25
TX51909493;ACC571718;Withdrawal;1168,95;02-06-25
TX60459537;ACC319224;Transfer;1374,41;29-10-25
TX88177107;ACC319224;Payment;1540,19;15-10-25
TX67015153;ACC319224;Investment;1485;22-04-25
TX34371679;ACC319224;Payment;1185,28;06-08-25
TX70980222;ACC319224;Payment;1203,47;19-03-25
TX59869924;ACC319224;Deposit;1513,19;13-03-25
TX48790927;ACC319224;Payment;230,23;26-05-25
TX87936238;ACC319224;Deposit;1474,39;04-02-25
TX58871265;ACC319224;Transfer;2690,03;22-11-24
TX49045332;ACC319224;Withdrawal;1473,91;25-10-25
TX31356897;ACC319224;Payment;2655,36;10-08-25
TX95016691;ACC319224;Deposit;667,34;21-09-25
TX97604792;ACC319224;Investment;2278,19;11-07-25
TX94955289;ACC319224;Withdrawal;137,22;17-03-25
TX93751998;ACC319224;Investment;932,13;14-12-24
TX52881243;ACC319224;Payment;2389,23;14-04-25
TX59383601;ACC319224;Transfer;267,29;25-03-25
TX23740031;ACC319224;Investment;2009,21;29-06-25
TX42121986;ACC319224;Deposit;1614,79;03-03-25
TX47796171;ACC319224;Payment;2040,78;27-09-25
TX40703410;ACC319224;Investment;738,18;20-10-25
TX20309606;ACC319224;Payment;368,19;25-03-25
TX75380734;ACC319224;Investment;1932,51;22-11-24
TX80789709;ACC319224;Payment;1945,27;29-11-24
TX48820067;ACC319224;Withdrawal;539,46;25-09-25
TX85282296;ACC319224;Withdrawal;945,76;09-09-25
TX75927865;ACC319224;Withdrawal;2560,77;13-06-25
TX72186314;ACC319224;Payment;1887,49;31-05-25
TX97784715;ACC319224;Deposit;510,66;26-06-25
TX86156345;ACC319224;Transfer;2185,91;29-07-25
TX96380836;ACC871017;Deposit;791,21;27-10-25
TX94948431;ACC871017;Transfer;1531,72;17-10-25
TX64936915;ACC871017;Withdrawal;2994,68;22-04-25
TX29856868;ACC871017;Transfer;1428,7;17-06-25
TX77055823;ACC871017;Investment;1691,95;17-05-25
TX42133221;ACC871017;Transfer;2704,27;24-03-25
TX90504963;ACC871017;Deposit;2906,61;27-05-25
TX23666948;ACC871017;Deposit;2187,97;08-01-25
TX21650971;ACC871017;Transfer;1992,19;02-03-25
TX61548542;ACC871017;Transfer;2850,88;14-06-25
TX57492977;ACC871017;Payment;1811,03;08-10-25
TX82732361;ACC871017;Withdrawal;2681,85;05-03-25
TX36442480;ACC871017;Transfer;2741,73;12-08-25
TX12950559;ACC871017;Payment;2495,56;28-05-25
TX93146496;ACC871017;Investment;120,58;30-04-25
TX31417673;ACC871017;Withdrawal;1761,45;22-10-25
TX48898422;ACC871017;Deposit;391,29;26-12-24
TX42925368;ACC871017;Withdrawal;2694,2;19-01-25
TX68392641;ACC871017;Payment;97,76;10-06-25
TX20442404;ACC644854;Withdrawal;1263,9;14-06-25
TX58853578;ACC644854;Transfer;705,85;07-04-25
TX56539290;ACC644854;Withdrawal;1912,96;10-06-25
TX20085394;ACC644854;Deposit;61,69;16-07-25
TX57219496;ACC644854;Transfer;1551,16;27-09-25
TX32276457;ACC644854;Payment;2765,57;22-01-25
TX72577205;ACC644854;Withdrawal;2196,46;11-07-25
TX74547289;ACC644854;Transfer;1848,4;16-08-25
TX45339560;ACC644854;Deposit;1344,41;14-10-25
TX85695007;ACC644854;Payment;1318,82;19-02-25
TX26431388;ACC644854;Investment;2352,94;05-06-25
TX44397371;ACC644854;Investment;896,53;24-02-25
TX21559576;ACC644854;Transfer;2516,67;05-10-25
TX82959049;ACC644854;Withdrawal;2062,17;19-06-25
TX87420542;ACC644854;Deposit;825,67;13-11-25
TX56130241;ACC644854;Transfer;1681,77;05-05-25
TX72182085;ACC644854;Payment;823,11;14-12-24
TX31466690;ACC644854;Withdrawal;782,35;07-12-24
TX64320031;ACC644854;Withdrawal;2725,77;17-04-25
TX48882799;ACC644854;Payment;2207,63;18-11-24
TX19550306;ACC644854;Payment;1039,31;15-02-25
TX82520622;ACC644854;Investment;2768,1;11-03-25
TX49868233;ACC644854;Payment;1216,91;15-01-25
TX38187918;ACC644854;Transfer;2464,13;13-11-25
TX48141186;ACC644854;Deposit;2082,06;08-07-25
TX51938184;ACC644854;Deposit;2519,03;28-02-25
TX81375010;ACC644854;Payment;2529,9;01-04-25
TX75996988;ACC644854;Deposit;667,61;10-07-25
TX92871596;ACC644854;Withdrawal;2317,86;15-10-25
TX63168012;ACC644854;Payment;819,65;25-10-25
TX80119228;ACC644854;Withdrawal;622,56;09-02-25
TX68246641;ACC644854;Withdrawal;2526,22;20-06-25
TX25770785;ACC644854;Withdrawal;1769,52;19-11-24
TX80126713;ACC921585;Withdrawal;2479,52;15-09-25
TX18420489;ACC921585;Investment;2330,79;05-09-25
TX14325345;ACC921585;Payment;2419,26;16-11-24
TX95915153;ACC921585;Deposit;1928,42;11-03-25
TX52577130;ACC921585;Withdrawal;332,29;25-10-25
TX22379046;ACC921585;Payment;301,41;25-08-25
TX37100653;ACC921585;Investment;810,81;05-11-25
TX62111096;ACC921585;Deposit;1602,77;25-02-25
TX91451247;ACC921585;Investment;2939,3;07-05-25
TX36153396;ACC921585;Deposit;2826,76;20-10-25
TX69332384;ACC921585;Withdrawal;2116,66;13-10-25
TX62905443;ACC921585;Withdrawal;306,75;16-01-25
TX70532873;ACC921585;Investment;817,81;06-05-25
TX74461036;ACC921585;Transfer;2611,24;11-03-25
TX64550760;ACC921585;Deposit;342,83;19-09-25
TX39421890;ACC921585;Deposit;2881;03-11-25
TX24805069;ACC921585;Investment;1959,19;15-08-25
TX12636042;ACC921585;Transfer;1195,92;24-12-24
TX54793920;ACC921585;Withdrawal;553,68;05-07-25
TX74758165;ACC921585;Deposit;1444,54;24-01-25
TX62546089;ACC921585;Payment;1897,17;19-05-25
TX31261368;ACC921585;Payment;1303,22;24-05-25
TX67130847;ACC921585;Withdrawal;513,43;02-08-25
TX21131149;ACC921585;Withdrawal;34,49;25-02-25
TX21195930;ACC921585;Payment;1003,44;23-06-25
TX25216638;ACC921585;Withdrawal;631,92;07-12-24
TX81565463;ACC921585;Withdrawal;1309,59;29-01-25
TX56235174;ACC921585;Deposit;2147,73;10-09-25
TX31958022;ACC921585;Deposit;2059,2;20-08-25
TX62749777;ACC921585;Transfer;851,08;13-05-25
TX51113969;ACC921585;Deposit;1830,54;15-12-24
TX68200135;ACC921585;Deposit;1600,96;04-10-25
TX92583628;ACC921585;Investment;1460,74;14-04-25
TX43415485;ACC921585;Withdrawal;1087,59;23-02-25
TX33794709;ACC921585;Investment;2217,71;27-01-25
TX76040780;ACC921585;Withdrawal;1983,88;10-08-25
TX32441523;ACC921585;Deposit;1250,24;24-12-24
TX17375672;ACC921585;Payment;160,88;08-09-25
TX80958318;ACC663707;Withdrawal;1120,95;06-03-25
TX42377820;ACC663707;Payment;1685,22;19-12-24
TX74094854;ACC663707;Withdrawal;963,96;01-03-25
TX64626522;ACC663707;Transfer;253,7;13-07-25
TX39693755;ACC663707;Deposit;2245,96;29-12-24
TX15915907;ACC663707;Withdrawal;746,46;10-03-25
TX69812556;ACC663707;Deposit;2290,16;05-12-24
TX41598196;ACC663707;Investment;147,01;26-12-24
TX96395014;ACC663707;Withdrawal;2732,38;23-07-25
TX59872471;ACC663707;Deposit;1286,6;01-04-25
TX49633117;ACC663707;Deposit;2228,22;15-03-25
TX79507541;ACC663707;Payment;2055,9;30-10-25
TX97667957;ACC663707;Withdrawal;2360,52;04-10-25
TX10333183;ACC663707;Deposit;1991,77;10-02-25
TX47464358;ACC663707;Deposit;996,39;10-09-25
TX56636130;ACC663707;Transfer;2194,65;09-01-25
TX66908864;ACC663707;Deposit;1591,85;14-02-25
TX86999800;ACC663707;Payment;2968,08;22-08-25
TX92278775;ACC663707;Transfer;358,23;02-08-25
TX10594278;ACC663707;Payment;91,36;15-07-25
TX41554889;ACC663707;Transfer;2801,18;15-09-25
TX58618665;ACC663707;Payment;101,81;26-11-24
TX56736607;ACC663707;Deposit;2336,22;02-03-25
TX56626405;ACC663707;Payment;1685,65;02-05-25
TX47657907;ACC663707;Transfer;2372,86;08-12-24
TX32259323;ACC663707;Payment;195,29;26-12-24
TX13620907;ACC303551;Investment;2074,4;30-06-25
TX36002641;ACC303551;Payment;2626,74;13-07-25
TX96586357;ACC303551;Withdrawal;2112,07;12-01-25
TX53413186;ACC303551;Withdrawal;113,44;01-01-25
TX64036093;ACC303551;Deposit;2853,07;08-05-25
TX53398320;ACC303551;Withdrawal;919,77;12-05-25
TX23420359;ACC303551;Withdrawal;966,2;18-08-25
TX77934697;ACC303551;Payment;728,6;06-07-25
TX91273571;ACC303551;Withdrawal;313,92;28-09-25
TX17714541;ACC303551;Payment;321,27;20-05-25
TX25575792;ACC303551;Withdrawal;547,84;20-12-24
TX28269674;ACC303551;Investment;2610,44;06-09-25
TX82913800;ACC303551;Payment;1209,87;16-02-25
TX47321833;ACC552605;Payment;384,33;12-08-25
TX86706973;ACC552605;Deposit;2167,32;26-08-25
TX65687595;ACC552605;Investment;1132,05;04-08-25
TX33112819;ACC552605;Payment;63,41;29-11-24
TX70750293;ACC552605;Deposit;2058,19;25-11-24
TX52829080;ACC552605;Investment;2960,16;29-12-24
TX61131642;ACC552605;Payment;2449,02;14-02-25
TX15649713;ACC552605;Investment;600,68;08-01-25
TX42347711;ACC552605;Investment;1979,75;04-07-25
TX76789728;ACC552605;Deposit;2947,26;25-09-25
TX46228690;ACC552605;Withdrawal;406,69;07-02-25
TX76728173;ACC552605;Withdrawal;2605,55;07-05-25
TX27144508;ACC552605;Payment;463,06;24-08-25
TX40795645;ACC552605;Investment;675,34;07-01-25
TX34247869;ACC552605;Deposit;2973;18-07-25
TX52056113;ACC552605;Withdrawal;726,78;07-03-25
TX24554247;ACC552605;Withdrawal;1007,78;05-11-25
TX55227460;ACC552605;Deposit;64,08;24-12-24
TX43803022;ACC552605;Investment;1188;26-01-25
TX10712293;ACC552605;Transfer;365,15;11-04-25
TX73821987;ACC552605;Transfer;1136,5;29-04-25
TX71092694;ACC552605;Withdrawal;2033,53;13-04-25
TX27973323;ACC552605;Investment;1703,2;11-10-25
TX89935580;ACC752958;Payment;2811,16;02-11-25
TX32042507;ACC752958;Investment;1221,72;04-12-24
TX65455217;ACC752958;Payment;768,99;14-11-25
TX24769941;ACC752958;Transfer;180,32;12-10-25
TX49799689;ACC752958;Investment;2625,44;10-07-25
TX84283597;ACC752958;Deposit;526,16;07-01-25
TX66814953;ACC752958;Transfer;2780,01;08-03-25
TX64959850;ACC752958;Payment;2196,15;15-01-25
TX76194783;ACC752958;Payment;1522,12;26-07-25
TX68906602;ACC752958;Transfer;2067,49;21-03-25
TX49359223;ACC752958;Withdrawal;888,85;21-01-25
TX12563261;ACC752958;Deposit;2786,54;12-10-25
TX35571630;ACC752958;Investment;297,37;11-10-25
TX71120632;ACC752958;Deposit;1028,89;02-04-25
TX54042753;ACC752958;Investment;1747,05;17-09-25
TX45992841;ACC752958;Deposit;381,78;21-08-25
TX55029783;ACC752958;Transfer;1273,04;19-05-25
TX12932228;ACC752958;Deposit;612,97;19-06-25
TX87504528;ACC752958;Payment;1582,64;07-03-25
TX91749361;ACC752958;Payment;1773,33;06-03-25
TX14277845;ACC752958;Investment;1331,08;10-01-25
TX33614294;ACC752958;Deposit;2109,7;07-09-25
TX28343927;ACC752958;Transfer;309,75;21-08-25
TX76541919;ACC752958;Deposit;462,21;26-08-25
TX70373134;ACC752958;Payment;987,57;15-05-25
TX69930107;ACC752958;Investment;78,16;01-01-25
TX10962486;ACC752958;Transfer;1002,19;02-05-25
TX14668772;ACC752958;Transfer;1082,94;26-01-25
TX80590861;ACC752958;Transfer;1774,66;28-01-25
TX90712279;ACC752958;Payment;2394,42;07-04-25
TX98308931;ACC752958;Transfer;36,96;16-03-25
TX15003806;ACC752958;Transfer;745,38;14-06-25
TX40047582;ACC752958;Investment;314,62;15-02-25
TX99640148;ACC752958;Withdrawal;2943,18;06-01-25
TX40325901;ACC752958;Investment;986,33;20-09-25
TX77131784;ACC752958;Transfer;1495,58;17-09-25
TX84413205;ACC752958;Transfer;2276,42;23-05-25
TX19320372;ACC200299;Investment;2451,55;02-09-25
TX21988287;ACC200299;Withdrawal;1973,07;23-11-24
TX70015137;ACC200299;Payment;1836,43;23-12-24
TX30374253;ACC200299;Withdrawal;192,85;16-07-25
TX97171011;ACC200299;Transfer;328,35;17-10-25
TX51529363;ACC200299;Transfer;1768,86;21-12-24
TX75530552;ACC200299;Withdrawal;1949,44;20-12-24
TX24238223;ACC200299;Withdrawal;1531,66;12-08-25
TX13880171;ACC200299;Transfer;427,62;23-03-25
TX90751211;ACC200299;Deposit;84,21;23-02-25
TX14414950;ACC200299;Withdrawal;80,29;27-10-25
TX33216334;ACC200299;Withdrawal;991,49;24-07-25
TX56642560;ACC200299;Payment;2391,56;13-07-25
TX91890682;ACC200299;Deposit;1326,62;10-03-25
TX34051244;ACC200299;Investment;2018,48;05-03-25
TX43872477;ACC200299;Transfer;1344,25;26-10-25
TX67426496;ACC200299;Deposit;2081,16;15-08-25
TX40490791;ACC200299;Withdrawal;284,43;09-10-25
TX76342678;ACC200299;Deposit;2315,11;28-06-25
TX74539908;ACC200299;Withdrawal;2491,43;31-05-25
TX18115706;ACC200299;Payment;2096,33;21-05-25
TX37471362;ACC200299;Deposit;2486,45;21-11-24
TX46243274;ACC200299;Payment;1440,85;09-05-25
TX79253607;ACC200299;Deposit;2127,49;29-09-25
TX67598603;ACC200299;Deposit;378,47;03-03-25
TX99315722;ACC200299;Payment;607,4;25-01-25
TX46248980;ACC200299;Payment;2979,5;21-04-25
TX65551252;ACC200299;Withdrawal;1258,26;04-05-25
TX42381519;ACC200299;Deposit;1851,3;25-08-25
TX15942831;ACC200299;Withdrawal;1921,67;05-01-25
TX34987570;ACC200299;Withdrawal;1817,28;16-07-25
TX31472995;ACC200299;Deposit;2789,93;08-01-25
TX34163308;ACC200299;Withdrawal;240,59;18-09-25
TX25153859;ACC200299;Withdrawal;2574,01;03-12-24
TX56237667;ACC200299;Deposit;320,66;08-02-25
TX99535020;ACC211871;Investment;1632,9;13-08-25
TX83420406;ACC211871;Payment;636,73;14-12-24
TX65182481;ACC211871;Deposit;2114,26;24-11-24
TX35131681;ACC211871;Withdrawal;2711,34;14-09-25
TX69139290;ACC211871;Transfer;535,48;07-09-25
TX96806589;ACC211871;Deposit;2410,21;15-11-24
TX65831543;ACC211871;Payment;1701,06;10-05-25
TX10054964;ACC211871;Transfer;1390,06;04-09-25
TX66785686;ACC211871;Investment;514,12;29-10-25
TX76945783;ACC211871;Withdrawal;1390,54;19-09-25
TX29102587;ACC211871;Payment;1729,48;15-01-25
TX53670353;ACC211871;Withdrawal;1665,69;10-04-25
TX63034104;ACC805063;Withdrawal;1405,94;15-10-25
TX15967260;ACC805063;Withdrawal;140,04;04-07-25
TX56165763;ACC805063;Investment;103,31;23-12-24
TX23359805;ACC805063;Transfer;298,68;10-01-25
TX26228339;ACC805063;Payment;2490,95;28-05-25
TX14210248;ACC805063;Transfer;2503,25;02-09-25
TX48663058;ACC805063;Deposit;1647,46;20-02-25
TX79706251;ACC805063;Payment;2500,97;25-03-25
TX94024215;ACC805063;Deposit;2677;11-06-25
TX51856371;ACC805063;Payment;159,8;05-12-24
TX11730574;ACC805063;Transfer;2999,12;22-10-25
TX82683942;ACC805063;Withdrawal;402,15;27-08-25
TX22053105;ACC805063;Payment;1362,84;16-04-25
TX14051696;ACC805063;Deposit;2113,22;02-12-24
TX36693765;ACC805063;Investment;1344,76;02-12-24
TX67260032;ACC805063;Payment;2589,6;05-09-25
TX78252177;ACC805063;Deposit;343,73;11-09-25
TX30579852;ACC805063;Investment;1430,8;02-02-25
TX12468405;ACC805063;Payment;1825,09;08-08-25
TX62233897;ACC805063;Transfer;1409,11;09-08-25
TX27966812;ACC897153;Payment;684,38;02-04-25
TX15309701;ACC897153;Deposit;486,01;17-03-25
TX22302592;ACC897153;Investment;1547,21;01-10-25
TX42754124;ACC897153;Payment;1763,46;07-12-24
TX50717119;ACC897153;Payment;2558,35;07-04-25
TX79186082;ACC897153;Transfer;1689,32;24-10-25
TX21395085;ACC897153;Deposit;2926,7;07-05-25
TX50963795;ACC897153;Withdrawal;877,99;16-11-24
TX96094613;ACC897153;Investment;275,14;03-07-25
TX53116246;ACC897153;Investment;2301,28;08-02-25
TX15130360;ACC897153;Withdrawal;2877,91;01-04-25
TX91073418;ACC897153;Transfer;530,92;26-07-25
TX65596931;ACC897153;Transfer;2113,79;22-11-24
TX23356881;ACC897153;Transfer;1076,65;08-04-25
TX10752803;ACC897153;Payment;2575,83;08-05-25
TX26754152;ACC450873;Transfer;1499,61;29-05-25
TX47396938;ACC450873;Withdrawal;2550,71;01-11-25
TX62870116;ACC450873;Investment;1366,18;04-07-25
TX40280498;ACC450873;Deposit;16,14;23-09-25
TX60198218;ACC450873;Payment;204,09;08-10-25
TX23390499;ACC450873;Deposit;1572,26;03-05-25
TX80473274;ACC450873;Transfer;2942,04;16-01-25
TX80838804;ACC450873;Transfer;2318,37;10-04-25
TX66592402;ACC450873;Withdrawal;404,88;11-01-25
TX65100944;ACC767650;Investment;1714,2;21-04-25
TX56561940;ACC767650;Transfer;2238,95;05-04-25
TX33434423;ACC767650;Payment;1717,63;26-06-25
TX66560113;ACC767650;Deposit;1893,04;20-10-25
